ich	5890279
sie	3806767
das	3122198
ist	3025610
du	2947020
nicht	2756783
die	2484854
es	2303025
und	2289891
der	1726001
wir	1721620
was	1696010
zu	1424706
er	1352161
ein	1315301
in	1231372
ja	1054114
mir	1019451
mit	1014541
wie	928920
den	920646
mich	893076
auf	881418
dass	879520
aber	854492
eine	839485
so	813903
hat	799017
hier	754243
haben	742327
für	735252
sind	727078
war	712337
von	706490
wenn	694462
dich	688780
ihr	655351
nein	641479
habe	636175
an	627600
bin	576589
noch	572486
nur	564245
da	564244
dir	554802
sich	533395
einen	532402
uns	523604
hast	511491
dem	465044
kann	461755
gut	452726
auch	449250
schon	442343
als	440490
sein	440142
mal	435631
jetzt	435411
ihn	435147
dann	429424
aus	425184
meine	420280
um	417759
im	403737
wird	394216
mein	384765
bist	381498
doch	381456
alles	366575
weiß	357869
keine	349315
oder	341214
nach	326208
s	309957
nichts	308672
man	300922
muss	295567
werden	294676
will	293445
ihnen	292370
geht	290919
wo	288363
etwas	286968
oh	284455
mehr	281301
bei	277087
also	276548
bitte	261548
immer	260238
hab	252697
warum	251177
vor	247840
los	242543
können	240905
wieder	240508
sagen	236702
machen	228412
danke	227937
sehr	226425
alle	224850
denn	224543
mann	222707
tun	219102
ihm	217025
zum	216201
gehen	213952
sehen	212948
vielleicht	212216
einem	210889
wer	210823
ihre	208915
diese	208607
euch	206931
einer	202097
komm	201117
über	196855
gibt	196771
okay	196683
wissen	192456
deine	191923
müssen	191257
soll	191100
werde	187290
nie	185925
wirklich	185166
hey	185011
kein	177553
viel	176767
weg	175124
würde	175047
tut	172752
am	170913
des	169182
einfach	168892
leben	167721
hatte	162793
zeit	160393
weil	159743
willst	159106
kommen	156754
dein	155913
heute	154162
kommt	153845
wollen	152595
damit	150635
ganz	149683
wäre	149557
wollte	148643
weißt	147614
ok	147191
sicher	145360
gesagt	144870
frau	143725
nun	143552
bis	142166
wurde	141236
leid	140641
na	140395
kannst	136795
macht	134768
dieser	134205
